class,gill_spore,bruises_odor,gill-color,odor,pop_habitat,spore-print-color,ring-type,gill-size,cap_gill_color,stalk-surface-above-ring,bruises,stalk-surface-below-ring,population,stalk-root,habitat,gill-spacing,stalk-color-above-ring,stalk-color-below-ring,cap_shape_surface,stalk-shape
1,2,15,10,5,50,2,4,0,50,2,1,2,5,0,0,0,3,3,50,1
0,13,16,10,6,45,3,4,1,90,2,1,2,4,2,5,0,7,7,23,0
1,3,13,5,3,31,3,4,0,95,2,1,3,3,3,1,0,7,7,53,0
0,12,16,7,6,31,2,4,1,47,2,1,2,3,2,1,0,7,7,22,0
1,3,5,3,5,31,3,0,0,83,0,0,2,3,2,1,1,7,7,20,1
1,2,5,5,5,1,2,0,0,45,0,0,0,0,2,1,1,7,7,20,1
0,13,16,10,6,41,3,4,1,50,2,1,2,4,2,1,0,7,7,22,0
1,3,5,4,5,1,3,0,0,44,0,0,0,0,2,1,1,7,7,52,1
1,2,5,5,5,31,2,0,0,45,2,0,0,3,2,1,1,7,7,50,1
1,2,15,9,5,40,2,4,0,29,2,1,2,4,0,0,0,3,7,50,1
1,2,5,4,5,1,2,0,0,44,2,0,2,0,2,1,1,7,7,20,1
1,3,5,4,5,31,3,0,0,84,2,0,2,3,2,1,1,7,7,50,1
1,3,5,7,5,1,3,0,0,37,0,0,2,0,2,1,1,7,7,22,1
1,2,5,3,5,31,2,0,0,83,0,0,2,3,2,1,1,7,7,20,1
1,13,10,5,0,40,3,4,1,95,2,1,2,4,0,0,1,7,7,22,1
1,13,10,5,0,40,3,4,1,85,2,1,2,4,0,0,1,7,7,20,1
1,3,5,7,5,1,3,0,0,47,2,0,0,0,2,1,1,7,7,20,1
1,3,15,9,5,50,3,4,0,49,2,1,2,5,0,0,0,7,7,50,1
1,2,15,5,5,50,2,4,0,35,2,1,2,5,0,0,0,3,6,53,1
1,3,15,9,5,50,3,4,0,49,2,1,2,5,0,0,0,7,3,50,1
1,2,5,4,5,31,2,0,0,44,2,0,0,3,2,1,1,7,7,50,1
1,3,15,9,5,50,3,4,0,39,2,1,2,5,0,0,0,7,7,50,1
1,2,15,5,5,40,2,4,0,45,2,1,2,4,0,0,0,6,6,50,1
1,2,5,7,5,1,2,0,0,37,0,0,2,0,2,1,1,7,7,50,1
1,3,15,5,5,40,3,4,0,45,2,1,2,4,0,0,0,7,6,50,1
1,2,5,3,5,1,2,0,0,43,0,0,0,0,2,1,1,7,7,52,1
1,2,13,4,3,33,2,4,0,84,2,1,2,3,1,3,0,7,7,3,0
1,2,15,9,5,40,2,4,0,29,2,1,2,4,0,0,0,7,6,53,1
1,3,5,3,5,31,3,0,0,43,2,0,0,3,2,1,1,7,7,22,1
1,2,15,10,5,50,2,4,0,30,2,1,2,5,0,0,0,6,6,50,1
1,2,15,7,5,50,2,4,0,47,2,1,2,5,0,0,0,3,3,23,1
1,2,15,9,5,40,2,4,0,39,2,1,2,4,0,0,0,6,3,53,1
1,3,5,7,5,1,3,0,0,37,2,0,2,0,2,1,1,7,7,52,1
1,2,5,4,5,31,2,0,0,44,0,0,2,3,2,1,1,7,7,52,1
1,3,5,7,5,1,3,0,0,37,0,0,0,0,2,1,1,7,7,50,1
1,2,5,5,5,1,2,0,0,35,2,0,2,0,2,1,1,7,7,52,1
1,2,15,10,5,50,2,4,0,30,2,1,2,5,0,0,0,7,6,53,1
1,3,15,10,5,50,3,4,0,40,2,1,2,5,0,0,0,6,7,20,1
1,2,15,5,5,50,2,4,0,45,2,1,2,5,0,0,0,6,7,20,1
1,3,5,4,5,31,3,0,0,44,0,0,0,3,2,1,1,7,7,50,1
1,3,5,5,5,31,3,0,0,45,2,0,0,3,2,1,1,7,7,22,1
1,2,5,5,5,31,2,0,0,85,2,0,2,3,2,1,1,7,7,50,1
1,3,10,7,0,34,3,4,0,97,2,1,3,3,3,4,0,7,7,53,0
1,3,15,9,5,40,3,4,0,29,2,1,2,4,0,0,0,7,6,50,1
1,2,5,3,5,31,2,0,0,43,0,0,2,3,2,1,1,7,7,50,1
1,2,15,7,5,40,2,4,0,47,2,1,2,4,0,0,0,7,3,53,1
1,3,15,5,5,50,3,4,0,35,2,1,2,5,0,0,0,7,6,20,1
1,3,5,4,5,1,3,0,0,84,0,0,2,0,2,1,1,7,7,50,1
1,2,10,4,0,33,2,4,0,84,2,1,2,3,1,3,0,7,7,53,0
1,3,5,7,5,31,3,0,0,47,2,0,2,3,2,1,1,7,7,52,1
1,3,5,7,5,1,3,0,0,87,2,0,2,0,2,1,1,7,7,22,1
1,3,15,9,5,40,3,4,0,49,2,1,2,4,0,0,0,3,7,20,1
1,2,5,4,5,31,2,0,0,84,0,0,0,3,2,1,1,7,7,20,1
1,3,15,9,5,40,3,4,0,39,2,1,2,4,0,0,0,3,6,50,1
1,3,15,7,5,50,3,4,0,47,2,1,2,5,0,0,0,7,3,50,1
1,3,5,7,5,1,3,0,0,87,2,0,0,0,2,1,1,7,7,50,1
1,2,10,5,0,23,2,4,0,85,2,1,2,2,1,3,0,7,7,52,0
1,3,5,5,5,31,3,0,0,35,0,0,2,3,2,1,1,7,7,22,1
0,13,16,5,6,41,3,4,1,45,2,1,2,4,2,1,0,7,7,23,0
1,3,5,7,5,31,3,0,0,37,0,0,2,3,2,1,1,7,7,20,1
1,3,15,5,5,40,3,4,0,45,2,1,2,4,0,0,0,6,7,50,1
1,3,5,5,5,31,3,0,0,85,2,0,0,3,2,1,1,7,7,50,1
1,2,15,9,5,40,2,4,0,49,2,1,2,4,0,0,0,6,7,53,1
1,3,15,7,5,40,3,4,0,27,2,1,2,4,0,0,0,6,6,53,1
0,12,16,5,6,45,2,4,1,45,2,1,2,4,2,5,0,7,7,22,0
1,3,5,7,5,1,3,0,0,37,2,0,2,0,2,1,1,7,7,22,1
1,2,15,5,5,50,2,4,0,35,2,1,2,5,0,0,0,7,3,50,1
1,2,15,5,5,50,2,4,0,35,2,1,2,5,0,0,0,3,6,20,1
1,2,15,5,5,40,2,4,0,35,2,1,2,4,0,0,0,7,3,50,1
1,3,15,10,5,50,3,4,0,40,2,1,2,5,0,0,0,6,6,50,1
1,2,15,9,5,50,2,4,0,49,2,1,2,5,0,0,0,6,3,50,1
0,13,16,7,6,45,3,4,1,87,2,1,2,4,2,5,0,7,7,52,0
1,2,13,4,3,23,2,4,0,94,2,1,2,2,1,3,0,7,7,52,0
1,3,15,5,5,40,3,4,0,45,2,1,2,4,0,0,0,6,6,50,1
1,3,15,10,5,50,3,4,0,50,2,1,2,5,0,0,0,7,7,23,1
1,3,5,5,5,31,3,0,0,35,0,0,0,3,2,1,1,7,7,52,1
1,3,15,9,5,50,3,4,0,29,2,1,2,5,0,0,0,7,6,53,1
1,3,5,4,5,31,3,0,0,34,0,0,2,3,2,1,1,7,7,50,1
1,3,5,7,5,31,3,0,0,87,0,0,2,3,2,1,1,7,7,22,1
1,3,15,5,5,40,3,4,0,45,2,1,2,4,0,0,0,3,3,50,1
1,3,15,9,5,40,3,4,0,49,2,1,2,4,0,0,0,7,6,20,1
1,2,5,5,5,31,2,0,0,35,2,0,0,3,2,1,1,7,7,20,1
1,2,5,5,5,31,2,0,0,35,2,0,2,3,2,1,1,7,7,20,1
1,3,5,3,5,31,3,0,0,43,0,0,0,3,2,1,1,7,7,20,1
1,2,15,7,5,50,2,4,0,37,2,1,2,5,0,0,0,3,7,50,1
1,3,15,5,5,50,3,4,0,25,2,1,2,5,0,0,0,6,3,50,1
0,12,16,7,6,35,2,4,1,47,2,1,2,3,2,5,0,7,7,23,0
1,2,15,7,5,40,2,4,0,37,2,1,2,4,0,0,0,3,3,53,1
1,3,5,4,5,1,3,0,0,84,2,0,0,0,2,1,1,7,7,52,1
1,3,10,2,0,33,3,4,0,82,2,1,2,3,1,3,0,7,7,2,0
1,3,5,3,5,31,3,0,0,83,0,0,0,3,2,1,1,7,7,52,1
1,2,5,4,5,31,2,0,0,44,0,0,0,3,2,1,1,7,7,20,1
1,2,15,7,5,50,2,4,0,37,2,1,2,5,0,0,0,3,7,53,1
1,3,15,5,5,40,3,4,0,35,2,1,2,4,0,0,0,7,7,20,1
1,2,5,7,5,31,2,0,0,37,0,0,2,3,2,1,1,7,7,50,1
0,12,16,5,6,31,2,4,1,85,2,1,2,3,2,1,0,7,7,52,0
1,3,5,4,5,1,3,0,0,44,2,0,2,0,2,1,1,7,7,52,1
1,2,15,7,5,50,2,4,0,37,2,1,2,5,0,0,0,7,3,53,1
1,3,15,7,5,40,3,4,0,37,2,1,2,4,0,0,0,7,7,20,1
1,3,15,10,5,40,3,4,0,50,2,1,2,4,0,0,0,6,7,53,1
1,3,15,7,5,50,3,4,0,27,2,1,2,5,0,0,0,6,3,50,1
1,3,15,10,5,50,3,4,0,50,2,1,2,5,0,0,0,3,6,20,1
1,2,15,9,5,50,2,4,0,29,2,1,2,5,0,0,0,3,3,50,1
1,3,15,7,5,40,3,4,0,47,2,1,2,4,0,0,0,7,7,20,1
1,2,15,9,5,50,2,4,0,29,2,1,2,5,0,0,0,6,6,53,1
1,2,15,10,5,40,2,4,0,40,2,1,2,4,0,0,0,6,7,50,1
1,2,15,7,5,40,2,4,0,37,2,1,2,4,0,0,0,7,7,20,1
1,2,15,10,5,40,2,4,0,30,2,1,2,4,0,0,0,3,7,50,1
1,3,15,9,5,40,3,4,0,29,2,1,2,4,0,0,0,3,6,53,1
0,13,16,10,6,41,3,4,1,90,2,1,2,4,2,1,0,7,7,52,0
1,3,15,5,5,40,3,4,0,25,2,1,2,4,0,0,0,6,3,50,1
1,2,15,7,5,40,2,4,0,37,2,1,2,4,0,0,0,7,7,53,1
1,3,15,7,5,50,3,4,0,47,2,1,2,5,0,0,0,3,3,50,1
1,2,15,10,5,50,2,4,0,30,2,1,2,5,0,0,0,7,3,53,1
1,2,15,5,5,40,2,4,0,35,2,1,2,4,0,0,0,3,6,53,1
1,2,15,5,5,40,2,4,0,35,2,1,2,4,0,0,0,6,6,50,1
1,2,15,9,5,40,2,4,0,39,2,1,2,4,0,0,0,3,7,53,1
1,3,15,7,5,50,3,4,0,27,2,1,2,5,0,0,0,7,7,50,1
1,3,15,5,5,50,3,4,0,25,2,1,2,5,0,0,0,7,7,23,1
1,2,15,7,5,40,2,4,0,47,2,1,2,4,0,0,0,3,6,20,1
1,2,15,9,5,40,2,4,0,49,2,1,2,4,0,0,0,7,6,50,1
1,2,15,10,5,40,2,4,0,40,2,1,2,4,0,0,0,6,6,23,1
1,3,15,9,5,40,3,4,0,29,2,1,2,4,0,0,0,6,3,53,1
1,3,15,7,5,50,3,4,0,37,2,1,2,5,0,0,0,3,3,50,1
1,2,15,5,5,40,2,4,0,35,2,1,2,4,0,0,0,7,6,53,1
0,1,2,7,2,51,1,2,0,37,1,0,1,5,0,1,0,0,0,50,0
0,12,16,7,6,31,2,4,1,87,2,1,2,3,2,1,0,7,7,22,0
1,2,15,5,5,40,2,4,0,25,2,1,2,4,0,0,0,6,7,50,1
1,3,5,3,5,31,3,0,0,83,2,0,2,3,2,1,1,7,7,50,1
1,3,15,9,5,40,3,4,0,49,2,1,2,4,0,0,0,3,7,53,1
1,3,15,5,5,50,3,4,0,45,2,1,2,5,0,0,0,3,7,20,1
1,3,15,10,5,40,3,4,0,50,2,1,2,4,0,0,0,6,3,50,1
1,3,15,9,5,50,3,4,0,39,2,1,2,5,0,0,0,6,7,53,1
1,3,15,10,5,40,3,4,0,40,2,1,2,4,0,0,0,3,7,53,1
1,2,15,9,5,40,2,4,0,29,2,1,2,4,0,0,0,7,6,50,1
1,3,15,5,5,50,3,4,0,45,2,1,2,5,0,0,0,7,3,53,1
1,2,15,10,5,50,2,4,0,40,2,1,2,5,0,0,0,6,3,50,1
1,2,15,10,5,40,2,4,0,30,2,1,2,4,0,0,0,6,7,50,1
1,2,15,9,5,40,2,4,0,29,2,1,2,4,0,0,0,7,3,53,1
1,3,15,7,5,50,3,4,0,47,2,1,2,5,0,0,0,6,7,53,1
1,2,15,5,5,50,2,4,0,25,2,1,2,5,0,0,0,7,7,53,1
1,3,15,7,5,40,3,4,0,47,2,1,2,4,0,0,0,7,3,23,1
1,2,15,5,5,40,2,4,0,45,2,1,2,4,0,0,0,6,7,23,1
1,3,15,5,5,40,3,4,0,45,2,1,2,4,0,0,0,3,3,53,1
0,13,16,5,6,45,3,4,1,45,2,1,2,4,2,5,0,7,7,22,0
1,3,15,9,5,50,3,4,0,29,2,1,2,5,0,0,0,7,7,20,1
0,12,16,10,6,31,2,4,1,90,2,1,2,3,2,1,0,7,7,52,0
1,2,15,9,5,50,2,4,0,29,2,1,2,5,0,0,0,3,6,50,1
1,2,15,7,5,50,2,4,0,47,2,1,2,5,0,0,0,3,3,20,1
1,3,15,9,5,40,3,4,0,49,2,1,2,4,0,0,0,6,3,53,1
1,3,15,7,5,40,3,4,0,27,2,1,2,4,0,0,0,7,3,20,1
1,3,15,5,5,50,3,4,0,25,2,1,2,5,0,0,0,7,3,50,1
1,3,15,7,5,40,3,4,0,37,2,1,2,4,0,0,0,3,6,50,1
1,3,15,5,5,50,3,4,0,45,2,1,2,5,0,0,0,6,3,53,1
1,3,15,9,5,40,3,4,0,49,2,1,2,4,0,0,0,7,3,20,1
1,3,15,10,5,50,3,4,0,50,2,1,2,5,0,0,0,6,6,20,1
1,2,15,9,5,40,2,4,0,29,2,1,2,4,0,0,0,7,3,50,1
1,2,15,9,5,50,2,4,0,49,2,1,2,5,0,0,0,7,3,50,1
1,3,15,7,5,50,3,4,0,27,2,1,2,5,0,0,0,3,7,50,1
1,2,15,7,5,40,2,4,0,37,2,1,2,4,0,0,0,3,6,20,1
1,2,15,9,5,50,2,4,0,49,2,1,2,5,0,0,0,7,6,53,1
1,3,15,9,5,50,3,4,0,49,2,1,2,5,0,0,0,7,6,20,1
1,3,15,5,5,50,3,4,0,25,2,1,2,5,0,0,0,7,6,50,1
1,3,15,10,5,50,3,4,0,30,2,1,2,5,0,0,0,6,7,53,1
1,2,15,7,5,50,2,4,0,37,2,1,2,5,0,0,0,6,3,50,1
1,2,15,5,5,50,2,4,0,35,2,1,2,5,0,0,0,3,3,53,1
1,3,15,7,5,40,3,4,0,27,2,1,2,4,0,0,0,6,3,53,1
1,2,15,7,5,40,2,4,0,37,2,1,2,4,0,0,0,3,6,53,1
1,3,15,5,5,40,3,4,0,35,2,1,2,4,0,0,0,3,3,50,1
1,3,15,5,5,40,3,4,0,35,2,1,2,4,0,0,0,3,3,20,1
1,2,15,5,5,40,2,4,0,35,2,1,2,4,0,0,0,3,7,53,1
1,3,15,5,5,50,3,4,0,25,2,1,2,5,0,0,0,7,3,53,1
1,2,15,7,5,40,2,4,0,47,2,1,2,4,0,0,0,7,6,20,1
1,2,15,10,5,50,2,4,0,50,2,1,2,5,0,0,0,3,7,20,1
1,3,15,7,5,40,3,4,0,27,2,1,2,4,0,0,0,7,7,53,1
0,1,2,7,2,50,1,2,0,37,1,0,1,5,0,0,0,4,6,50,0
1,2,15,9,5,50,2,4,0,39,2,1,2,5,0,0,0,6,7,53,1
1,3,15,10,5,50,3,4,0,30,2,1,2,5,0,0,0,6,3,50,1
1,3,15,9,5,40,3,4,0,49,2,1,2,4,0,0,0,3,6,53,1
1,3,15,7,5,50,3,4,0,47,2,1,2,5,0,0,0,3,7,20,1
1,2,15,10,5,40,2,4,0,30,2,1,2,4,0,0,0,3,6,53,1
1,2,15,7,5,40,2,4,0,47,2,1,2,4,0,0,0,3,3,20,1
1,2,15,7,5,50,2,4,0,47,2,1,2,5,0,0,0,7,3,23,1
1,2,15,7,5,50,2,4,0,37,2,1,2,5,0,0,0,7,6,20,1
1,2,15,5,5,50,2,4,0,25,2,1,2,5,0,0,0,6,7,50,1
1,2,15,10,5,40,2,4,0,40,2,1,2,4,0,0,0,3,6,50,1
1,3,15,9,5,40,3,4,0,39,2,1,2,4,0,0,0,3,7,50,1
1,2,15,9,5,40,2,4,0,49,2,1,2,4,0,0,0,6,7,50,1
1,2,15,10,5,50,2,4,0,40,2,1,2,5,0,0,0,7,3,50,1
1,3,5,4,5,31,3,0,0,34,2,0,2,3,2,1,1,7,7,52,1
1,2,15,9,5,50,2,4,0,29,2,1,2,5,0,0,0,6,3,53,1
1,2,15,7,5,50,2,4,0,37,2,1,2,5,0,0,0,6,3,20,1
1,3,15,5,5,40,3,4,0,25,2,1,2,4,0,0,0,3,7,53,1
1,2,15,5,5,40,2,4,0,35,2,1,2,4,0,0,0,3,6,20,1
1,2,15,9,5,50,2,4,0,39,2,1,2,5,0,0,0,7,6,50,1
1,3,15,5,5,40,3,4,0,35,2,1,2,4,0,0,0,6,6,50,1
1,3,15,7,5,50,3,4,0,37,2,1,2,5,0,0,0,7,6,20,1
1,3,5,7,5,1,3,0,0,87,2,0,0,0,2,1,1,7,7,52,1
1,3,15,10,5,50,3,4,0,50,2,1,2,5,0,0,0,3,7,50,1
1,2,15,10,5,40,2,4,0,50,2,1,2,4,0,0,0,6,6,20,1
1,2,15,7,5,50,2,4,0,37,2,1,2,5,0,0,0,3,3,20,1
1,2,15,10,5,50,2,4,0,40,2,1,2,5,0,0,0,7,7,53,1
1,3,15,9,5,40,3,4,0,29,2,1,2,4,0,0,0,7,7,50,1
1,2,15,9,5,40,2,4,0,29,2,1,2,4,0,0,0,3,6,53,1
1,2,15,10,5,50,2,4,0,50,2,1,2,5,0,0,0,3,6,50,1
1,2,15,10,5,50,2,4,0,40,2,1,2,5,0,0,0,7,7,23,1
1,3,15,10,5,40,3,4,0,40,2,1,2,4,0,0,0,6,6,53,1
0,13,1,2,1,30,3,4,1,52,2,0,2,3,0,0,1,7,7,52,0
1,3,15,7,5,50,3,4,0,47,2,1,2,5,0,0,0,3,6,53,1
1,2,15,5,5,40,2,4,0,35,2,1,2,4,0,0,0,6,7,20,1
1,2,15,7,5,50,2,4,0,27,2,1,2,5,0,0,0,7,6,53,1
1,3,15,7,5,40,3,4,0,47,2,1,2,4,0,0,0,6,7,20,1
1,3,15,10,5,40,3,4,0,50,2,1,2,4,0,0,0,7,3,53,1
1,3,15,10,5,50,3,4,0,40,2,1,2,5,0,0,0,3,7,50,1
1,3,15,7,5,40,3,4,0,47,2,1,2,4,0,0,0,3,7,20,1
1,2,15,5,5,40,2,4,0,45,2,1,2,4,0,0,0,6,7,53,1
1,2,15,10,5,40,2,4,0,50,2,1,2,4,0,0,0,6,7,53,1
1,3,15,10,5,40,3,4,0,30,2,1,2,4,0,0,0,6,7,50,1
1,2,15,7,5,40,2,4,0,37,2,1,2,4,0,0,0,7,6,20,1
1,3,15,5,5,40,3,4,0,25,2,1,2,4,0,0,0,7,7,53,1
1,3,15,9,5,40,3,4,0,29,2,1,2,4,0,0,0,3,3,53,1
1,3,15,10,5,50,3,4,0,50,2,1,2,5,0,0,0,6,3,20,1
1,2,15,7,5,40,2,4,0,27,2,1,2,4,0,0,0,7,6,50,1
1,3,15,5,5,50,3,4,0,25,2,1,2,5,0,0,0,6,6,50,1
1,3,5,4,5,31,3,0,0,84,0,0,0,3,2,1,1,7,7,50,1
1,2,15,7,5,50,2,4,0,37,2,1,2,5,0,0,0,3,3,53,1
1,2,15,7,5,40,2,4,0,27,2,1,2,4,0,0,0,3,7,50,1
1,3,15,7,5,40,3,4,0,37,2,1,2,4,0,0,0,6,7,53,1
1,2,15,10,5,40,2,4,0,30,2,1,2,4,0,0,0,7,6,50,1
1,3,15,7,5,50,3,4,0,37,2,1,2,5,0,0,0,7,7,50,1
1,3,15,7,5,40,3,4,0,27,2,1,2,4,0,0,0,7,3,23,1
1,2,15,7,5,40,2,4,0,37,2,1,2,4,0,0,0,6,3,23,1
1,2,15,7,5,50,2,4,0,27,2,1,2,5,0,0,0,6,7,53,1
1,3,15,7,5,50,3,4,0,37,2,1,2,5,0,0,0,7,3,53,1
1,2,5,3,5,31,2,0,0,33,2,0,0,3,2,1,1,7,7,20,1
0,1,2,2,2,54,1,2,0,32,1,0,1,5,0,4,0,0,6,50,0
1,2,15,7,5,50,2,4,0,27,2,1,2,5,0,0,0,3,7,50,1
1,3,15,10,5,50,3,4,0,30,2,1,2,5,0,0,0,7,3,53,1
0,12,16,10,6,41,2,4,1,90,2,1,2,4,2,1,0,7,7,22,0
1,2,15,9,5,50,2,4,0,49,2,1,2,5,0,0,0,7,7,23,1
1,3,15,5,5,50,3,4,0,25,2,1,2,5,0,0,0,6,7,50,1
1,2,15,5,5,40,2,4,0,25,2,1,2,4,0,0,0,6,3,53,1
1,2,15,5,5,40,2,4,0,35,2,1,2,4,0,0,0,3,7,50,1
1,3,15,7,5,40,3,4,0,37,2,1,2,4,0,0,0,3,6,53,1
1,3,5,5,5,1,3,0,0,35,0,0,0,0,2,1,1,7,7,50,1
1,3,15,9,5,50,3,4,0,49,2,1,2,5,0,0,0,3,7,50,1
1,2,15,5,5,50,2,4,0,25,2,1,2,5,0,0,0,3,7,20,1
1,3,15,9,5,50,3,4,0,39,2,1,2,5,0,0,0,3,3,53,1
1,2,15,10,5,50,2,4,0,50,2,1,2,5,0,0,0,3,6,20,1
1,3,5,3,5,31,3,0,0,33,0,0,0,3,2,1,1,7,7,20,1
1,3,15,7,5,40,3,4,0,37,2,1,2,4,0,0,0,6,7,20,1
1,2,15,10,5,40,2,4,0,50,2,1,2,4,0,0,0,7,7,53,1
1,2,15,7,5,50,2,4,0,37,2,1,2,5,0,0,0,6,6,20,1
1,3,15,9,5,50,3,4,0,49,2,1,2,5,0,0,0,7,7,23,1
1,3,15,10,5,40,3,4,0,40,2,1,2,4,0,0,0,6,3,50,1
1,3,15,9,5,40,3,4,0,29,2,1,2,4,0,0,0,6,7,53,1
1,3,15,5,5,40,3,4,0,45,2,1,2,4,0,0,0,6,6,53,1
1,3,5,5,5,1,3,0,0,35,0,0,2,0,2,1,1,7,7,22,1
1,2,15,10,5,50,2,4,0,50,2,1,2,5,0,0,0,7,6,50,1
1,2,15,5,5,50,2,4,0,45,2,1,2,5,0,0,0,7,3,20,1
1,3,15,10,5,50,3,4,0,30,2,1,2,5,0,0,0,6,6,53,1
1,2,15,10,5,50,2,4,0,30,2,1,2,5,0,0,0,6,3,53,1
1,2,15,5,5,50,2,4,0,45,2,1,2,5,0,0,0,6,7,53,1
1,2,5,3,5,1,2,0,0,83,2,0,0,0,2,1,1,7,7,22,1
1,3,15,7,5,40,3,4,0,47,2,1,2,4,0,0,0,3,3,53,1
1,2,15,7,5,50,2,4,0,27,2,1,2,5,0,0,0,7,7,53,1
1,3,15,7,5,40,3,4,0,37,2,1,2,4,0,0,0,6,3,50,1
1,3,15,5,5,40,3,4,0,35,2,1,2,4,0,0,0,6,7,20,1
1,2,5,5,5,31,2,0,0,45,2,0,0,3,2,1,1,7,7,20,1
1,2,15,5,5,40,2,4,0,35,2,1,2,4,0,0,0,7,6,20,1
1,2,15,9,5,50,2,4,0,29,2,1,2,5,0,0,0,3,7,53,1
1,2,15,5,5,40,2,4,0,35,2,1,2,4,0,0,0,7,3,20,1
1,3,15,9,5,50,3,4,0,49,2,1,2,5,0,0,0,7,6,53,1
1,2,15,9,5,50,2,4,0,29,2,1,2,5,0,0,0,6,3,50,1
1,3,15,10,5,50,3,4,0,50,2,1,2,5,0,0,0,7,6,50,1
1,3,15,5,5,40,3,4,0,35,2,1,2,4,0,0,0,7,7,50,1
1,3,15,10,5,40,3,4,0,40,2,1,2,4,0,0,0,3,7,20,1
1,2,15,7,5,50,2,4,0,47,2,1,2,5,0,0,0,6,3,50,1
1,3,15,9,5,50,3,4,0,49,2,1,2,5,0,0,0,6,3,53,1
1,3,15,7,5,40,3,4,0,27,2,1,2,4,0,0,0,7,3,50,1
1,2,15,5,5,50,2,4,0,35,2,1,2,5,0,0,0,7,3,20,1
1,2,15,7,5,50,2,4,0,47,2,1,2,5,0,0,0,7,6,53,1
0,12,1,5,1,40,2,4,1,55,2,0,2,4,0,0,1,7,7,52,0
1,2,15,10,5,50,2,4,0,40,2,1,2,5,0,0,0,3,7,23,1
1,3,15,7,5,50,3,4,0,47,2,1,2,5,0,0,0,7,3,20,1
0,12,16,7,6,35,2,4,1,47,2,1,2,3,2,5,0,7,7,22,0
1,2,15,9,5,50,2,4,0,49,2,1,2,5,0,0,0,7,3,53,1
1,2,15,9,5,50,2,4,0,39,2,1,2,5,0,0,0,3,3,53,1
1,2,15,5,5,40,2,4,0,25,2,1,2,4,0,0,0,3,3,53,1
1,3,15,5,5,40,3,4,0,25,2,1,2,4,0,0,0,6,7,53,1
1,2,15,7,5,40,2,4,0,27,2,1,2,4,0,0,0,7,3,53,1
1,3,15,7,5,50,3,4,0,37,2,1,2,5,0,0,0,6,3,50,1
1,2,5,5,5,31,2,0,0,85,2,0,2,3,2,1,1,7,7,22,1
1,3,15,7,5,40,3,4,0,37,2,1,2,4,0,0,0,7,6,53,1
1,3,5,7,5,31,3,0,0,47,2,0,0,3,2,1,1,7,7,50,1
1,3,15,10,5,50,3,4,0,50,2,1,2,5,0,0,0,3,6,50,1
1,2,15,7,5,40,2,4,0,37,2,1,2,4,0,0,0,6,6,53,1
1,3,15,7,5,40,3,4,0,27,2,1,2,4,0,0,0,7,6,53,1
1,2,15,9,5,40,2,4,0,49,2,1,2,4,0,0,0,3,6,53,1
1,3,15,10,5,40,3,4,0,40,2,1,2,4,0,0,0,6,7,50,1
1,2,15,10,5,50,2,4,0,40,2,1,2,5,0,0,0,6,7,50,1
1,2,15,10,5,40,2,4,0,40,2,1,2,4,0,0,0,6,3,53,1
1,3,15,5,5,50,3,4,0,35,2,1,2,5,0,0,0,6,6,53,1
1,3,15,7,5,40,3,4,0,37,2,1,2,4,0,0,0,3,3,23,1
1,2,15,7,5,40,2,4,0,27,2,1,2,4,0,0,0,7,7,50,1
1,2,15,5,5,50,2,4,0,25,2,1,2,5,0,0,0,3,7,53,1
1,3,15,10,5,40,3,4,0,50,2,1,2,4,0,0,0,6,7,50,1
1,3,15,10,5,50,3,4,0,50,2,1,2,5,0,0,0,6,6,50,1
1,2,15,5,5,40,2,4,0,45,2,1,2,4,0,0,0,3,3,20,1
1,3,15,7,5,50,3,4,0,47,2,1,2,5,0,0,0,6,6,20,1
1,3,15,9,5,40,3,4,0,39,2,1,2,4,0,0,0,6,6,53,1
1,2,15,10,5,50,2,4,0,30,2,1,2,5,0,0,0,7,3,50,1
1,2,15,10,5,40,2,4,0,50,2,1,2,4,0,0,0,6,3,23,1
1,2,15,7,5,40,2,4,0,27,2,1,2,4,0,0,0,7,7,53,1
1,2,15,10,5,50,2,4,0,50,2,1,2,5,0,0,0,7,6,23,1
1,2,15,7,5,50,2,4,0,37,2,1,2,5,0,0,0,7,7,53,1
1,3,15,5,5,40,3,4,0,45,2,1,2,4,0,0,0,6,7,20,1
1,2,15,10,5,50,2,4,0,40,2,1,2,5,0,0,0,3,6,53,1
1,2,15,10,5,40,2,4,0,30,2,1,2,4,0,0,0,6,6,53,1
1,2,15,7,5,50,2,4,0,47,2,1,2,5,0,0,0,7,3,53,1
1,2,15,10,5,50,2,4,0,40,2,1,2,5,0,0,0,7,6,50,1
1,3,15,9,5,50,3,4,0,29,2,1,2,5,0,0,0,7,3,50,1
1,2,15,9,5,40,2,4,0,49,2,1,2,4,0,0,0,6,6,50,1
1,3,15,10,5,50,3,4,0,50,2,1,2,5,0,0,0,3,7,20,1
1,3,15,9,5,40,3,4,0,39,2,1,2,4,0,0,0,6,6,23,1
1,2,15,10,5,40,2,4,0,50,2,1,2,4,0,0,0,6,7,50,1
1,2,15,10,5,50,2,4,0,30,2,1,2,5,0,0,0,6,7,53,1
1,2,15,10,5,40,2,4,0,50,2,1,2,4,0,0,0,6,3,20,1
1,2,15,10,5,40,2,4,0,50,2,1,2,4,0,0,0,3,6,53,1
1,2,15,5,5,50,2,4,0,45,2,1,2,5,0,0,0,7,6,20,1
